text;category;label
Lazur Ser pleśniowy Błękitny główka;Sery i twarogi;01.1.4.5
Tesco Bułki śniadaniowe 300 g (6 x 50 g);Pieczywo;01.1.1.3
JABŁKA SZARA RENETA 1 KG ŁADNE na Szarlotke;Owoce świeże lub chłodzone;01.1.6.1
Danone - Danio serek homogenizowany waniliowy;Pozostałe produkty mleczne;01.1.4.6
Ser Hochland na gorąco z szynką i pieczarkami plastry ;Sery i twarogi;01.1.4.5
Cukier Królewski Cukier w kostkach brydż 500 g (180 sztuk);Cukier;01.1.8.1
Auchan - Kukurydza konserwowa pakowana próżniowo;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Tesco Tost pszenny graham 250 g;Pozostałe wyroby piekarskie;01.1.1.4
Łaciata Śmietanka 18% 500 ml;Pozostałe produkty mleczne;01.1.4.6
Karczma Bukówka - Vege pierogi z soczewicą;Pizza i inne półprodukty mączne;01.1.1.5
Zott Caffreze Late Macchiato Napój mleczny kawowy 200 ml;Pozostałe produkty mleczne;01.1.4.6
Baton Bounty 2pack ;Wyroby cukiernicze;01.1.8.4
Bogutti - Kruche ciastka z nadzieniem o smaku wiśniowo-morel...;Pozostałe wyroby piekarskie;01.1.1.4
Nestle Kangus Płatki śniadaniowe 500 g;Płatki śniadaniowe;01.1.1.7
Natu sweet - Stewia w tabletkach słodzik roślinny;Sztuczne substytuty cukru;01.1.8.6
Vegebond corniszon-ogórek konserwowy polska 60g ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Wodzisław - Niebieska galaretka o smaku wieloowocowym;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Smakowita Margaryna maślany smak 900 g;Margaryna i inne tłuszcze roślinne;01.1.5.2
Tiger Energy Drink Gazowany napój energetyzujący 900 ml;Napoje orzeźwiające;01.2.2.2
Pudliszki Ketchup łagodny 990 g;Sosy, przyprawy;01.1.9.1
Dr. Oetker Galaretka o smaku owoców leśnych 77 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Feel Fit - Wake-up! chrupiąca granola z płatkami owsianymi, g...Â miodem i nasionami lnu;Płatki śniadaniowe;01.1.1.7
FuzeTea Napój o smaku brzoskwiniowym z ekstraktem z czarnej herbaty i hibiskusa 500 ml;Napoje orzeźwiające;01.2.2.2
marchew młoda kg;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
żeberka baranie;Mięso baranie i kozie;01.1.2.3
Przekąska salami chips klasyczne Sokołów 60g o smaku ketchupu;Pozostałe przetwory mięsne;01.1.2.8
Kanapkowy mini śmietankowy 4*30g ;Sery i twarogi;01.1.4.5
Szyja z kaczki;Mięso drobiowe;01.1.2.4
KotĂˇnyi Sól morska drobnoziarnista 500 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Mms Rozpuszczalna Super Gorąca Czekolada Instant;Kakao i czekolada w proszku;01.2.1.3
Mieszanka przypraw Kotanyi do gulaszu ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
JANEX - Golonka wieprzowa 2*350g VAC;Mięso wieprzowe;01.1.2.2
Bonduelle Cieciorka 2 x 80 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Ole! Suszone pomidory w oleju z ziołami w paskach 270 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Miód Bihophar Egejski sosnowy ;Dżemy, marmolady i miód;01.1.8.2
Kakao Nesquik Nescafe Dolce Gusto ;Kakao i czekolada w proszku;01.2.1.3
Masło Felix orzechowe z kawałkami orzechów ;Margaryna i inne tłuszcze roślinne;01.1.5.2
Szwarzwalder - Szynka plastry;Wędliny;01.1.2.7
EkoWital Ekologiczna lemoniada z sycylijskich cytryn 250 ml;Napoje orzeźwiające;01.2.2.2
DecoMorreno Kakao 80 g;Kakao i czekolada w proszku;01.2.1.3
Kiełbasa lekko czosnkowa ;Wędliny;01.1.2.7
Sos Łowicz boloński;Sosy, przyprawy;01.1.9.1
Sok z aloesu bio ;Napoje orzeźwiające;01.2.2.2
Rolnik Ogórki konserwowe 850 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
KAKAO Z ERYTRYTOLEM INSTANT MAKAO 180 G - PIĘĆ PRZEMIAN;Kakao i czekolada w proszku;01.2.1.3
SOKOLOW SKRZYDLA WEDZONE OP. ok 0,70KG;Pozostałe przetwory mięsne;01.1.2.8
Zupa Vifon kurczak złoty;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Surimi fantazja o Smaku krewetkowym;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Bombonierka Fiorella ;Czekolada;01.1.8.3
Lizak Chupa Chups melody pops/15g ;Wyroby cukiernicze;01.1.8.4
Develey Sos Sałatkowy Vinaigrette classic 40 ml;Sosy, przyprawy;01.1.9.1
Miód Bihophar Leśny  z Toskanii ;Dżemy, marmolady i miód;01.1.8.2
Kawa Prima Finezja mielona ;Kawa;01.2.1.1
FRANCUSKA CZEKOLADA PITNA MONBANA SUPREME 1KG;Kakao i czekolada w proszku;01.2.1.3
Pasztet Profi z pomidorami;Pozostałe przetwory mięsne;01.1.2.8
House of Asia - Sos sojowy ciemny;Sosy, przyprawy;01.1.9.1
Tagatesse - Słodzik na bazie tagatozy 650 tabletek;Sztuczne substytuty cukru;01.1.8.6
Tesco Bifido Jogurt pitny jagodowy 300 g;Jogurt;01.1.4.4
Taheebo - Pokrzywa herbatka Bio;Herbata;01.2.1.2
Soja ziarno Vita-Natura;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Lajkonik Paluszki z sezamem 150 g;Pozostałe wyroby piekarskie;01.1.1.4
Serek Tartare kraina Smaków orzechowa aleja;Sery i twarogi;01.1.4.5
Oskroba - Chleb wileński;Pieczywo;01.1.1.3
Parówki z fileta Tarczyński;Wędliny;01.1.2.7
Lisner Filety z makreli w oleju 170 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Seler - naciowy EKO;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Clipper - herbata zielona z żeń-szeń;Herbata;01.2.1.2
Duplo Wafel z orzechowym nadzieniem pokryty mleczną czekoladą 91 g (5 sztuk);Pozostałe wyroby piekarskie;01.1.1.4
Udziec z sarny z kością;Pozostałe mięsa;01.1.2.5
Ser Tylżycki bio plastry ;Sery i twarogi;01.1.4.5
Ryż Venere czarny ;Ryż;01.1.1.1
Tesco Lasagne bolognese 1 kg;Makarony i produkty makaronowe;01.1.1.6
Herbata Sir Williams royal taste cinnamon princess 12szt ;Herbata;01.2.1.2
Alaska - Rurki bezglutenowe o smaku orzechów laskowych;Pozostałe wyroby piekarskie;01.1.1.4
Woda Cisowianka lekko gazowana/1,5l ;Wody mineralne lub źródlane;01.2.2.1
słynne roślinne ;Margaryna i inne tłuszcze roślinne;01.1.5.2
GRAAL Salatino Tuńczyk z kaszą jaglaną ciecierzycą i suszonymi pomidorami 160 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
KotĂˇnyi Pieprz czarny mielony 20 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Łaciate Mleko UHT o smaku czekoladowym 200 ml;Pozostałe produkty mleczne;01.1.4.6
Tesco Świeże jaja S 10 sztuk;Jaja;01.1.4.7
OneDayMore - Musli męskie;Płatki śniadaniowe;01.1.1.7
Flaki wołowe w rosole ;Pozostałe przetwory mięsne;01.1.2.8
Ciasto w proszku leśny mech ;Pozostałe produkty zbożowe;01.1.1.8
Drosed Kura w galarecie 150 g;Pozostałe przetwory mięsne;01.1.2.8
Chrzan Provitus z żurawiną;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Helio Natura - Rodzynki sułtańskie;Owoce suszone i orzechy;01.1.6.3
Pasztet prochowicki z indykiem;Pozostałe przetwory mięsne;01.1.2.8
Gulaszowy extra z dzika;Pozostałe mięsa;01.1.2.5
Milka Choco Wafer Wafelki z kremem kakaowym oblane czekoladą mleczną 150 g (5 sztuk);Pozostałe wyroby piekarskie;01.1.1.4
Koktajl owocowy happy frucht/410g ;Przetwory owocowe;01.1.6.4
Czekolada mleczna z kawałkami orzechów laskowych ;Czekolada;01.1.8.3
Tetley Classic Earl Grey Herbata czarna 160 g (100 x 1,6 g);Herbata;01.2.1.2
Tesco Daktyle suszone drylowane 400 g;Owoce suszone i orzechy;01.1.6.3
mąka Cassava Gari 500g TRS - mąka z manioku, semolina/kaszka;Pozostałe produkty zbożowe;01.1.1.8
Pomidory Rolnik suszone w oleju ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Krewetki koktajlowe mrożone;Owoce morza mrożone;01.1.3.4
Haagen-Dazs - lody Fruit Variety zestaw 4x95ml;Lody;01.1.8.5
Dzika róża owoc mrożony Fructus Rosae;Owoce mrożone;01.1.6.2
Interjarek Przyprawa do... potraw 200 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Lody Grycan jogurtowe z mango ;Lody;01.1.8.5
Chleb Mestemacher ze słonecznikiem;Pieczywo;01.1.1.3
Apetina w kostkach bez laktozy ;Sery i twarogi;01.1.4.5
Przyprawa Kotanyi estragon otarty ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Nektar Bobo Frut jabłkowo -  truskawkowy ;Soki owocowe i warzywne;01.2.2.3
Lipton o smaku Jaśmin Herbata zielona aromatyzowana 34 g (20 torebek);Herbata;01.2.1.2
E. Wedel Krem wedlowski czekoladowy 350 g;Wyroby cukiernicze;01.1.8.4
Pitahaya czerwona;Owoce świeże lub chłodzone;01.1.6.1
Lody koral koktajlowe orzech-karmel ;Lody;01.1.8.5
Tesco Szpinak 250 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Lisner Basilico filety śledziowe w oleju z bazylią i czosnkiem 400 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Kupiec - Ryż basmati;Ryż;01.1.1.1
Herbata Lipton taste of london 50*2g ;Herbata;01.2.1.2
Galaretka Dr.Oetker malinowa;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Salceson Przysmak Jana;Podroby i przetwory podrobowe;01.1.2.6
Primo Gusto Melissa Fusilli Makaron 500 g;Makarony i produkty makaronowe;01.1.1.6
Makaron Lubella 5 jajeczny wstążki ;Makarony i produkty makaronowe;01.1.1.6
Auchan - Espresso padsy kawa mielona palona 18 szt x 8,5g;Kawa;01.2.1.1
halibut norweski dzwonko;Ryby świeże lub chłodzone;01.1.3.1
Sok z aronii ;Soki owocowe i warzywne;01.2.2.3
Barwnik spożywczy niebieski dr.oetker ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
House of Asia - Makaron Vermicelli z mąki ryżowej;Makarony i produkty makaronowe;01.1.1.6
Herbata Loyd Tea Yunnan;Herbata;01.2.1.2
Bifix Pokrzywa Herbatka ziołowa 35 g (20 torebek);Herbata;01.2.1.2
Morliny Boczek blatowany wędzony parzony;Wędliny;01.1.2.7
Prime Food Kiełbasa biała surowa;Wędliny;01.1.2.7
Biszkopty Milka Jaffa malinowe;Pozostałe wyroby piekarskie;01.1.1.4
Milka Czekolada mleczna Triple Choco Cocoa 90 g;Czekolada;01.1.8.3
fuzetea - Napój niegazowany o smaku brzoskwiniowym z ekstrak...Â z czarnej herbaty i hibiskusa;Napoje orzeźwiające;01.2.2.2
Żołądki kacze 150g;Podroby i przetwory podrobowe;01.1.2.6
Żywiec Zdrój Black Tea Napój niegazowany czarna herbata cytryna limonka 1,5 l;Napoje orzeźwiające;01.2.2.2
Tesco Mozzarella Ser w zalewie 100 g;Sery i twarogi;01.1.4.5
"Ser kozi bio ""greco"" ";Sery i twarogi;01.1.4.5
Hortex - Warzywa na patelnię z przyprawą orientalną;Gotowe dania;01.1.9.4
Serek Twój Smak puszysty z pomidorami suszonymi na słońcu ;Sery i twarogi;01.1.4.5
Syrop Herbapol Owocowa Spiżarnia cola ;Napoje orzeźwiające;01.2.2.2
Bifix Classic Herbatka owocowa poziomka 50 g (25 x 2 g);Herbata;01.2.1.2
Cukierki Bean Boozled Jelly Beans ;Wyroby cukiernicze;01.1.8.4
Sos HP BBQ z miodem ;Sosy, przyprawy;01.1.9.1
Bobovita - porcja zbóż kaszka mleczna kukurydziano-ryżowa ban...;Żywność dla dzieci;01.1.9.3
Makaron Linguine al Nero di Seppia Rustichella;Makarony i produkty makaronowe;01.1.1.6
Bombonierka Baryłki Wedel ;Czekolada;01.1.8.3
Makaron Schär Spaghetti bezglutenowy ;Makarony i produkty makaronowe;01.1.1.6
Sante - Pasztet sojowy z pomidorami;Gotowe dania;01.1.9.4
Herbatniki Łakotki kokosowe ;Pozostałe wyroby piekarskie;01.1.1.4
Enfamil - Premium 1 mleko początkowe od urodzenia;Żywność dla dzieci;01.1.9.3
Boczek faszerowany Pieczeń Podlaska około 350 g;Pozostałe przetwory mięsne;01.1.2.8
McLloyd's - Chipsy o smaku papryki, bezglutenowe;Chipsy;01.1.7.5
Musztarda Kamis Sarepska;Sosy, przyprawy;01.1.9.1
EkoWital - Pieczywo chrupkie amarantusowe bezglutenowe;Pozostałe wyroby piekarskie;01.1.1.4
Kinga Pienińska Naturalna Woda Mineralna gazowana 1,5 l ;Wody mineralne lub źródlane;01.2.2.1
Dr. Oetker Posypka smak czekoladowy 80 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Makar - Morele suszone 1 kg;Owoce suszone i orzechy;01.1.6.3
Häagen-Dazs Macadamia Nut Brittle Lody 460 ml;Lody;01.1.8.5
Tesco Pestki dyni łuskane prażone 100 g;Przetwory owocowe;01.1.6.4
Wafelki pryncypałki kokosowe w białej czekoladzie ;Pozostałe wyroby piekarskie;01.1.1.4
Lody Carte D'Or bakalia ;Lody;01.1.8.5
Dallmayr Crema d'Oro Kawa ziarnista 1000 g;Kawa;01.2.1.1
Hortex - Sok pomarańczowy 100%;Soki owocowe i warzywne;01.2.2.3
Zupa Vifon kurczak pieczony;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Gerber - Deser banany;Żywność dla dzieci;01.1.9.3
Małże Venus w skorupie 40-60 mrożone;Owoce morza mrożone;01.1.3.4
Duda Specialite Boczek po staremu 100 g;Wędliny;01.1.2.7
TRUSKAWKA ŚWIEŻA BIO (około 0,25 kg);Owoce świeże lub chłodzone;01.1.6.1
Nestle - Kaszka mleczno ryżowa kukurydza banan jabłko morel...;Żywność dla dzieci;01.1.9.3
Zott Monte Choco Balls Deser mleczny 125 g;Pozostałe produkty mleczne;01.1.4.6
Kisiel Dr.oetker malinowy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Tesco Mąka pszenna pełnoziarnista typ 1850 1 kg;Mąka i pozostałe zboża;01.1.1.2
Jabłko Boskoop (kg);Owoce świeże lub chłodzone;01.1.6.1
Koreczki śledziowe ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
melony;Owoce świeże lub chłodzone;01.1.6.1
Kabanosy z dziczyzną Sokołów ;Wędliny;01.1.2.7
Podniesiony Kciuk - Krem czekoladowy;Wyroby cukiernicze;01.1.8.4
HiPP - Kaszka mleczna z biszkoptami i jabłkami  Bio;Żywność dla dzieci;01.1.9.3
Tesco Przyprawa do ziemniaków 25 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Krewetki Crispy Torpedo 21/25 mrożone 1kg;Owoce morza mrożone;01.1.3.4
Tesco Ryż pełnoziarnisty 250 g;Ryż;01.1.1.1
Sos Sacla z oliwkami pomidorami i kaparami;Sosy, przyprawy;01.1.9.1
Kokos - waga około 450g;Owoce suszone i orzechy;01.1.6.3
Kompot aronia Almar 0,9l;Dżemy, marmolady i miód;01.1.8.2
Banany ;Owoce świeże lub chłodzone;01.1.6.1
Ser Koryciński z pomidorem bazylią i czosnkiem ;Sery i twarogi;01.1.4.5
Pasztetowa wieprzowa;Podroby i przetwory podrobowe;01.1.2.6
Konspol - Burger wołowy 240g;Pozostałe przetwory mięsne;01.1.2.8
Mleko zagęszczone, słodzone 1 kg.;Mleko zagęszczone i w proszku;01.1.4.3
Bataty świeże | Słodkie Ziemniaki 1kg (Fresh Yam);Pozostałe warzywa bulwiaste i przetwory z warzyw bulwiastych;01.1.7.6
Harnasie - ciastka z orzechem arachidowym dekorowane czekolad...;Pozostałe wyroby piekarskie;01.1.1.4
Lipton Ice Tea Green Matcha ginger & lemongrass Napój niegazowany 500 ml;Napoje orzeźwiające;01.2.2.2
Knorr Danie makaron Carbonara 55 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Kawa Tassimo caramel macchiato ;Kawa;01.2.1.1
Łowicz - Syrop wiśniowy;Napoje orzeźwiające;01.2.2.2
Czekolada mleczna z orzechami okienko ;Czekolada;01.1.8.3
Milka Lila Stix Ciastka oblane czekoladą mleczną 112 g ;Pozostałe wyroby piekarskie;01.1.1.4
HAPPY FRUCHT Morele połówki 410 g;Przetwory owocowe;01.1.6.4
Dr. Oetker - Słodka Chwila kisiel poziomkowy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Wawel - Czekolada Jagielońska mleczna 30% kakao;Czekolada;01.1.8.3
Ksylitol zamiennik cukru;Sztuczne substytuty cukru;01.1.8.6
Saga Herbatka owocowa o smaku cytryna i mięta 34 g (20 torebek);Herbata;01.2.1.2
Delecta Owocowy kubek Kisiel o smaku malinowym 30 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Galaretka Zott cytrynowa;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Taurus Kiełbasa wiejska 300 g;Wędliny;01.1.2.7
CYTRYNA ŚWIEŻA 3kg - soczysta, Hiszpania;Owoce świeże lub chłodzone;01.1.6.1
Guma Orbit Apple 10 drażetek ;Wyroby cukiernicze;01.1.8.4
Nick - Sos Barbecue do kurczaka i żeberek;Sosy, przyprawy;01.1.9.1
Pstrąg wędzony z głową;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Szynka hiszpańska collell ;Wędliny;01.1.2.7
Fasola czerwona gotowana na parze Bonduelle;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Tesco Finest Sos z czerwoną papryką i octem winnym 270 g;Sosy, przyprawy;01.1.9.1
górka cielęca;Mięso wołowe i cielęce;01.1.2.1
Drop Pasztet Drobiowy z Kogutkiem 90g (op20szt);Pozostałe przetwory mięsne;01.1.2.8
Milka - Czekolada alpine 30%  kakao;Czekolada;01.1.8.3
Dole - Ananas plastry w syropie;Przetwory owocowe;01.1.6.4
Wafle Sunny Corn zbożowo-ryżowe graham ;Pozostałe wyroby piekarskie;01.1.1.4
Deser Belriso Classic ;Pozostałe produkty mleczne;01.1.4.6
Mamut - Sucharki delikatesowe;Pozostałe wyroby piekarskie;01.1.1.4
Przyprawa do mięs bio ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Aksam - Paluszki Beskidzkie z sezamem;Pozostałe wyroby piekarskie;01.1.1.4
Mlekovita - Ser Gouda BIO plastry;Sery i twarogi;01.1.4.5
Ahmad Tea English Tea No. 1 Herbata czarna 80 g (40 torebek);Herbata;01.2.1.2
D'aucy - Brokuły mrożone;Warzywa mrożone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.2
Ciasteczko Kinder Delice kakao ;Wyroby cukiernicze;01.1.8.4
Carte D'Or - Senza Lattosio lody o smaku czekoladowym z polewąÂ czekoladową bez laktozy;Lody;01.1.8.5
Makaron Mediterranea wstążki wąskie;Makarony i produkty makaronowe;01.1.1.6
Tchibo Espresso Sicilia Style Intense Roast Kawa palona ziarnista 1 kg;Kawa;01.2.1.1
Kasia - 100% roślinna bez laktozy;Margaryna i inne tłuszcze roślinne;01.1.5.2
Napój jogurtowy pitny truskawka -poziomka butelka ;Jogurt;01.1.4.4
Sok jabłkowy royal apple bezpośrednio tłoczony ;Soki owocowe i warzywne;01.2.2.3
Amino Barszcz czerwony 37 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Kukurydza złocista Bonduelle ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Góralki orzechowe Wafelki z kremowym nadzieniem w polewie kakaowej 50 g;Pozostałe wyroby piekarskie;01.1.1.4
Oshee Napój izotoniczny niegazowany o smaku wieloowocowym 0,75 l;Napoje orzeźwiające;01.2.2.2
Chleb fitness 300 g;Pieczywo;01.1.1.3
Global Foods - Cukier naturalny trzcinowy;Cukier;01.1.8.1
Candia Candy'Up Napój mleczny o smaku czekoladowym 50 cl;Pozostałe produkty mleczne;01.1.4.6
Dr. Oetker Guseppe Smaki Świata Pizza Chicken curry 375 g;Pizza i inne półprodukty mączne;01.1.1.5
Mieszanka owoców morza mrożone na wagę;Owoce morza mrożone;01.1.3.4
MSM Mońki Aldamer ser typu szwajcarskiego plastry 150 g;Sery i twarogi;01.1.4.5
Piotr i Paweł - buraczki wiórki ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Chleb z maślanką 550 g;Pieczywo;01.1.1.3
Profi Wielkopolski Pasztet z drobiem pikantny 131 g;Pozostałe przetwory mięsne;01.1.2.8
New One - mango kawałki;Owoce mrożone;01.1.6.2
kuropatwa - tuszka;Pozostałe mięsa;01.1.2.5
Giana - Tuńczyk w sosie własnym duże kawałki;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Tesco Finest Pasztet ze śliwką suską sechlońską pieczony;Pozostałe przetwory mięsne;01.1.2.8
Tesco Mieszanka bakaliowa 100 g;Owoce suszone i orzechy;01.1.6.3
Ananas MK ;Przetwory owocowe;01.1.6.4
Graal - Makrela w sosie pomidorowym;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Trawa cytrynowa - zioła;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Coca-Cola Napój gazowany 330 ml;Napoje orzeźwiające;01.2.2.2
Dr. Oetker Guseppe Pizza z szynką i pieczarkami 425 g;Pizza i inne półprodukty mączne;01.1.1.5
Greek Style - Jogurt naturalny 3,5% tłuszczu;Jogurt;01.1.4.4
Tchibo Espresso Milano Style Elegant Roast Kawa palona ziarnista 1 kg;Kawa;01.2.1.1
Oshee Vitamin Energy Magnez + B6 Napój gazowany o smaku owoców tropikalnych 250 ml;Napoje orzeźwiające;01.2.2.2
Buraczki Rolnik wiórki ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Wieprzowina świeża;Mięso wieprzowe;01.1.2.2
Bakoma Jogurt naturalny gęsty 390 g;Jogurt;01.1.4.4
Pamapol Konserwa turystyczna 300 g;Pozostałe przetwory mięsne;01.1.2.8
E. Wedel Czekolada lekko gorzka 50% 100 g;Czekolada;01.1.8.3
Makaron Lubella kokardki nr 51;Makarony i produkty makaronowe;01.1.1.6
Kimbo Aroma Gold 100% Arabica Kawa ziarnista 250 g;Kawa;01.2.1.1
Mleko w proszku odtłuszczone INSTANT 25kg;Mleko zagęszczone i w proszku;01.1.4.3
Jogurt Fantasia z wiśniami ;Jogurt;01.1.4.4
GRAAL Sardynki w oleju roślinnym 110 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Kanapka mleczna monte snack ;Wyroby cukiernicze;01.1.8.4
Danone Fantasia Jogurt kremowy z jeżynami 122 g;Jogurt;01.1.4.4
Tesco Finest Pomidorki truskawkowe na gałązce 300 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Kaszka bobovita mleczno-ryżowa z truskawkami ;Żywność dla dzieci;01.1.9.3
Kukurydza Bonduelle z czerwoną Fasolą;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Frytki super crunch zig zag ;Ziemniaki;01.1.7.4
Fungopol - Grzyby suszone borowik krojowy;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Czekolada Wedel Gorzka Truskawkowa ;Czekolada;01.1.8.3
GRAAL Śledź w sosie pomidorowym 170 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Jogobella - jogurt o smaku gruszkowym;Jogurt;01.1.4.4
Tesco Luftgetrockneter Schinken Szynka wieprzowa w plastrach 80 g;Wędliny;01.1.2.7
Tesco Sour Cherry Infusion Herbatka owocowa 30 g (20 torebek);Herbata;01.2.1.2
Nescafe - Kawa Dolce Gusto Cortado pełne mleko w proskzu;Kawa;01.2.1.1
Cafe Sati Kawa palona mielona o smaku czekoladowym 250 g;Kawa;01.2.1.1
Ser śmietankowy Eko plastry EkoŁukta ;Sery i twarogi;01.1.4.5
Hortex Makaron na patelnię z sosem alla carbonara 450 g;Makarony i produkty makaronowe;01.1.1.6
Rio Mare Grillowane filety makreli w sosie barbecue 120 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Fix knorr danie orientalne z kurczakiem ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Hochland Ser kremowy w plastrach śmietankowy 130 g (8 sztuk);Sery i twarogi;01.1.4.5
Tesco Vitellia Multiwitamina pomarańczowa Napój wieloowocowy 330 ml;Napoje orzeźwiające;01.2.2.2
Danone Actimel Mleko fermentowane o smaku papaja-miód-propolis 400 g (4 x 100 g);Pozostałe produkty mleczne;01.1.4.6
Fruxi Fresh 100% sok tłoczony ze świeżych owoców jabłko i truskawka 750 ml;Soki owocowe i warzywne;01.2.2.3
Felix - Mieszanka studencka orzeszków i rodzynek;Owoce suszone i orzechy;01.1.6.3
Ser Skarby Serowara Rubin klinek ;Sery i twarogi;01.1.4.5
Royal Apple - Sok jabłkowo-malinowy premium. 100% sok tłoczony;Soki owocowe i warzywne;01.2.2.3
Czekolada do picia biała ;Kakao i czekolada w proszku;01.2.1.3
Jacobs - Espresso Kawa ziarnista 1kg;Kawa;01.2.1.1
Seko Koreczki śledziowe po kaszubsku 220 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Tarczyński Kabanos Exclusive cielęcy z dodatkiem drobiu 90 g;Wędliny;01.1.2.7
Rians - La Brebis świeży twarożek owczy2x100g;Sery i twarogi;01.1.4.5
Sałatka z kuskus i tuńczykiem rio mare/2*160g ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Dr. Oetker Ze świata natury Laska wanilii z Wysp Pacyfiku;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Hortex - Sok pomarańcza z cząsteczkami;Soki owocowe i warzywne;01.2.2.3
Jogurt kozi brzoskwiniowy Danmis;Jogurt;01.1.4.4
miętus filet;Ryby świeże lub chłodzone;01.1.3.1
Lindt Excellence Czekolada mleczna 100 g;Czekolada;01.1.8.3
Mlekovita Maślanka truskawkowa 400 g;Pozostałe produkty mleczne;01.1.4.6
Kawa Dallmayr Crema D'oro Intensa ;Kawa;01.2.1.1
Pure Plus - Napój z Aloesem o smaku Granatu. Produkt pasteryzo...;Napoje orzeźwiające;01.2.2.2
Tesco Jogurt truskawkowy 150 g;Jogurt;01.1.4.4
Kefir Danone ;Pozostałe produkty mleczne;01.1.4.6
Auchan - Herbata zielona ekspresowa 30szt;Herbata;01.2.1.2
Auchan - Zupa kalafiorowa z koperkiem;Gotowe dania;01.1.9.4
Dr. Oetker Kisiel smak żurawinowy 38 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Imbir świeży;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Jogurt kozi jagodowy Danmis;Jogurt;01.1.4.4
Deser Riso mleczno-ryżowy pistacjowy ;Pozostałe produkty mleczne;01.1.4.6
