kod czteroznakowy;Nazwa;Synteza;Zadania;Uwagi
1222;Kierownicy do spraw reklamy i public relations;Kierownicy do spraw reklamy i public relations planuj¹, nadzoruj¹ i koordynuj¹ dzia³ania dotycz¹ce reklamy, public relations oraz informacji publicznej prowadzonej przez przedsiêbiorstwa lub organizacje œwiadcz¹ce us³ugi w tym zakresie na rzecz innych przedsiêbiorstw i organizacji.;"Zadania wykonywane w grupie kierowników do spraw reklamy i public relations zazwyczaj obejmuj¹: planowanie i koordynowanie dzia³alnoœci przedsiêbiorstwa lub organizacji w zakresie reklamy i public relations oraz kierowanie t¹ dzia³alnoœci¹; negocjowanie umów o œwiadczenie us³ug reklamowych z klientami lub gazetami, stacjami radiowymi i telewizyjnymi, organizacjami sportowy i kulturalnymi oraz agencjami reklamowymi; planowanie programów informacyjnych i zarz¹dzanie nimi w celu informowania parlamentarzystów, œrodków masowego przekazu i spo³eczeñstwa o planach, osi¹gniêciach i opiniach przedsiêbiorstwa lub organizacji; kierowanie i zarz¹dzanie dzia³aniami pracowników w zakresie reklamy i public relations; ustalanie bud¿etów i zarz¹dzanie nimi, kontrolowanie wydatków i zapewnianie efektywnego wykorzystywania zasobów; ustanawianie procedur";
1223;Kierownicy do spraw badañ i rozwoju;Kierownicy do spraw badañ i rozwoju planuj¹, nadzoruj¹ i koordynuj¹ dzia³ania dotycz¹ce rozwoju oraz badañ prowadzonych przez przedsiêbiorstwo lub organizacjê œwiadcz¹c¹ us³ugi w tym zakresie na rzecz innych przedsiêbiorstw i organizacji.;"Zadania wykonywane w grupie kierowników do spraw badañ i rozwoju zazwyczaj obejmuj¹: planowanie i koordynowanie dzia³añ w zakresie badañ i rozwoju, wykonywanych wewnêtrznie lub zleconych zewnêtrznym organizacjom badawczym, a tak¿e kierowanie takimi dzia³aniami w celu opracowania nowych lub poprawy istniej¹cych procesów technicznych, produktów, wiedzy lub sposobów u¿ytkowania materia³ów; planowanie programu dzia³añ przedsiêbiorstwa lub organizacji dotycz¹cego badañ i rozwoju, okreœlanie celów i wymagañ bud¿etowych; kierowanie i zarz¹dzanie dzia³aniami pracowników w zakresie badañ i rozwoju; ustalanie bud¿etów i zarz¹dzanie nimi, kontrolowanie wydatków i zapewnianie efektywnego wykorzystywania zasobów; ustanawianie procedur operacyjnych i administracyjnych i kierowanie nimi; planowanie codziennych dzia³añ i kierowanie nimi; nadzorowanie przebiegu rekrutacji, szkoleñ i osi¹gniêæ pracowników; reprezentowanie przedsiêbiorstwa lub organizacji podczas kongresów, seminariów i konferencji; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1311;Kierownicy produkcji w rolnictwie i leœnictwie;Kierownicy produkcji w rolnictwie i leœnictwie planuj¹, nadzoruj¹ i koordynuj¹ dzia³alnoœæ produkcyjn¹ w ramach dzia³añ na szerok¹ skalê w zakresie rolnictwa, ogrodnictwa, leœnictwa takich jak: prowadzenie plantacji, du¿ych gospodarstw rolnych i spó³dzielni rolniczych, prowadzenie w³aœciwej gospodarki leœnej do celów uprawy i zbioru roœlin uprawnych oraz terenów leœnych.;"Zadania wykonywane w grupie kierowników produkcji w rolnictwie i leœnictwie zazwyczaj obejmuj¹: monitorowanie dzia³añ podejmowanych na rynku rolnym i leœnym oraz planowanie produkcji w celu wywi¹zania siê z zobowi¹zañ umownych i zareagowania oraz odpowiedzenia na popyt na rynku; ustalanie bud¿etów i zarz¹dzanie nimi, monitorowanie wielkoœci oraz kosztów produkcji, gromadzenie informacji dotycz¹cych praktyk stosowanych w zarz¹dzaniu gospodarstwem oraz przygotowywanie sprawozdañ finansowych i sprawozdañ z dzia³alnoœci gospodarstw rolnych i leœnych; prowadzenie rozmów z nabywcami w celu ustalenia warunków sprzeda¿y plonów; zawieranie umów z rolnikami lub niezale¿nymi w³aœcicielami";
1312;Kierownicy produkcji w zak³adach akwakultury i rybo³ówstwie;Kierownicy produkcji w zak³adach akwakultury i rybo³ówstwie planuj¹, nadzoruj¹ i koordynuj¹ dzia³alnoœæ na szerok¹ skalê w zakresie akwakultury i rybo³ówstwa w celu ³owienia oraz dokonywania g³ównego od³owu sezonowego i hodowli ryb, skorupiaków i miêczaków i innych organizmów wodnych, jako produkt dochodowy lub w celu ich uwolnienia do wód s³odkich lub s³onych.;"Zadania wykonywane w grupie kierowników produkcji w zak³adach akwakultury i rybo³ówstwie zazwyczaj obejmuj¹: monitorowanie dzia³añ podejmowanych na rynku upraw wodnych i rybo³ówstwa oraz planowanie produkcji i dzia³alnoœci w zakresie rybo³ówstwa w celu wywi¹zania siê z zobowi¹zañ umownych i zareagowania na popyt na rynku; ustalanie bud¿etów i zarz¹dzanie nimi, monitorowanie wielkoœci i kosztów produkcji, gromadzenie informacji o praktykach stosowanych w zarz¹dzaniu rybo³ówstwem oraz przygotowywanie sprawozdañ finansowych z dzia³alnoœci gospodarstwa; prowadzenie rozmów z nabywc¹ w celu ustalenia warunków sprzeda¿y plonów i po³owów; zwieranie umów z kapitanami statków rybackich lub w³aœcicielami statków i gospodarstw akwakultury dotycz¹cych po³owów lub zarz¹dzania produkcj¹; przeprowadzanie i organizowanie badañ zasobów akwakultury i stad rybnych w celu zidentyfikowania chorób lub paso¿ytów; opracowywanie i koordynowanie dzia³añ w celu zwiêkszenia wylêgu i wskaŸników wzrostu hodowli ryb oraz zapobiegania rozwojowi chorób w stacjach wylêgowych; monitorowanie œrodowiska hodowli ryb w celu utrzymania i poprawy warunków ¿ycia wodnego; nadzorowanie i monitorowanie przetrzymywania ryb i miotania ikry, inkubacji jaj i hodowli narybku oraz stosowanie wiedzy dotycz¹cej zarz¹dzania i technik hodowli ryb; koordynowanie wyboru i utrzymywania lêgów ryb; nadzorowanie i monitorowanie przemieszczania dojrza³ych ryb do jezior, stawów, potoków lub basenów do celów handlowych; kupowanie maszyn, urz¹dzeñ i zasobów, takich jak: statki i sieci; nadzorowanie przebiegu rekrutacji, szkoleñ i osi¹gniêæ pracowników akwakultury i rybo³ówstwa oraz wykonawców; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1321;Kierownicy do spraw produkcji przemys³owej;Kierownicy do spraw produkcji przemys³owej planuj¹, nadzoruj¹ i koordynuj¹ dzia³alnoœæ w produkcji przetwórczej du¿ych przedsiêbiorstw lub ma³ych firm przetwórczych.;"Zadania wykonywane w grupie kierowników do spraw produkcji przemys³owej zazwyczaj obejmuj¹: okreœlanie, realizowanie i monitorowanie strategii, polityki i planów dotycz¹cych produkcji; szczegó³owe planowanie dzia³alnoœci produkcyjnej pod k¹tem jakoœci i wielkoœci, kosztu i dostêpnego czasu produkcji oraz wymogów dotycz¹cych si³y roboczej; kontrolowanie eksploatacji zak³adu produkcyjnego i procedur jakoœci przez planowanie konserwacji maszyn i urz¹dzeñ, wyznaczanie czasu pracy oraz dostarczanie czêœci zamiennych i narzêdzi; ustalanie bud¿etów i zarz¹dzanie nimi, monitorowanie wielkoœci i kosztów produkcji oraz dostosowywanie procedur i zasobów w celu ograniczenia kosztów do minimum; nadzorowanie zakupu i instalowania nowych maszyn i urz¹dzeñ; kontrolowanie przygotowywania ewidencji produkcji i sprawozdañ z produkcji; koordynowanie wdra¿ania wymogów dotycz¹cych bezpieczeñstwa i higieny pracy; okreœlanie mo¿liwoœci biznesowych i ustalanie produktów, które maj¹ byæ produkowane; badanie i wdra¿anie wymogów regulacyjnych i statutowych maj¹cych wp³yw na procesy wytwarzania i œrodowisko naturalne; nadzorowanie sporz¹dzania wyceny za produkcjê towarów specjalistycznych oraz zawieranie umów z klientami i dostawcami; nadzorowanie przebiegu rekrutacji, szkoleñ i osi¹gniêæ pracowników; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1322;Kierownicy w górnictwie;"Kierownicy w górnictwie planuj¹, nadzoruj¹ i koordynuj¹ dzia³alnoœæ produkcyjn¹
w zakresie g³êbinowej i odkrywkowej eksploatacji z³ó¿ oraz wydobycia ropy i gazu.";"Zadania wykonywane w grupie kierowników w górnictwie zazwyczaj obejmuj¹: okreœlenia miejsc wydobycia z³ó¿ oraz wyceny ich wydobycia w konsultacji z innymi z prze³o¿onymi; opracowywanie strategii usuwania wydobytych surowców; ocenianie wydajnoœci kopalni w celu okreœlenia przydatnoœci pracowników, stosowanych urz¹dzeñ i technologii oraz wprowadzenia zmian w programie prac wydobywczych lub zmian dotycz¹cych instalowanych urz¹dzeñ; planowanie dzia³alnoœci produkcyjnej pod k¹tem jakoœci i wielkoœci, kosztów i dostêpnego czasu produkcji oraz wymogów dotycz¹cych si³y roboczej; kontrolowanie eksploatacji zak³adu produkcyjnego i procedur jakoœci przez planowanie konserwacji, wyznaczanie czasu wykonywanych zadañ oraz dostarczanie urz¹dzeñ; ustalanie bud¿etów i zarz¹dzanie nimi, monitorowanie wielkoœci i kosztów produkcji oraz dostosowywanie procedur i zasobów w celu ograniczenia kosztów; nadzorowanie zakupu i instalowania nowych maszyn i urz¹dzeñ; kontrolowanie przygotowywania ewidencji produkcji i sprawozdañ z produkcji; koordynowanie wdra¿ania wymogów dotycz¹cych bezpieczeñstwa i higieny pracy; badanie i wdra¿anie wymogów regulacyjnych i statutowych maj¹cych wp³yw na procesy wytwarzania i œrodowisko naturalne; nadzorowanie przebiegu rekrutacji, szkoleñ i osi¹gniêæ pracowników; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1323;Kierownicy do spraw budownictwa;Kierownicy do spraw budownictwa planuj¹, nadzoruj¹ i koordynuj¹ realizacjê projektów i budowê budynków mieszkalnych i innych obiektów w zakresie in¿ynierii l¹dowej.;"Zadania wykonywane w grupie kierowników do spraw budownictwa zazwyczaj obejmuj¹: interpretowanie rysunków i specyfikacji architektonicznych; kierowanie zespo³em podleg³ych pracowników; kierowanie budow¹ zgodnie z projektem, pozwoleniem na budowê oraz obowi¹zuj¹cymi przepisami prawa; prowadzenie dokumentacji budowy; nabywanie i dostarczanie materia³ów, instalacji i urz¹dzeñ; prowadzenie negocjacji z w³aœcicielami budynków, deweloperami i podwykonawcami zaanga¿owanymi w proces budowy w celu zapewnienia zakoñczenia realizacji projektu w terminie oraz w ramach zaplanowanego bud¿etu; przygotowywanie ofert przetargowych oraz ofert na zamówienia publiczne; uruchamianie i realizowanie skoordynowanych programów pracy na terenach budowy; zapewnianie zgodnoœci z przepisami prawa budowlanego oraz standardami wykonania, jakoœci, kosztów i bezpieczeñstwa; przedstawianie planów w³adzom lokalnym; realizowanie budowy w ramach umowy lub zawieranie umów o podwykonawstwo wyspecjalizowanych us³ug budowlanych; organizowanie inspekcji budowlanych przeprowadzanych przez w³aœciwe organy; ustalanie bud¿etów i zarz¹dzanie nimi, kontrolowanie wydatków i zapewnianie efektywnego wykorzystywania zasobów; uczestniczenie w czynnoœciach odbioru obiektu; nadzorowanie przebiegu rekrutacji, szkoleñ oraz osi¹gniêæ pracowników i podwykonawców; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1324;Kierownicy do spraw logistyki i dziedzin pokrewnych;Kierownicy do spraw logistyki i dziedzin pokrewnych planuj¹, nadzoruj¹ i koordynuj¹ dostawy, transport, przechowywanie i dystrybucjê towarów.;"Zadania wykonywane w grupie kierowników do spraw logistyki i dziedzin pokrewnych zazwyczaj obejmuj¹: okreœlanie, wdra¿anie i monitorowanie strategii, polityki i planów dotycz¹cych zakupu, przechowywania i dystrybucji towarów; planowanie, koordynowanie i nadzorowanie dzia³añ przedsiêbiorstwa lub organizacji dotycz¹cych zaopatrzenia, gospodarki magazynowej i dystrybucji; przygotowywanie i wdra¿anie planów w celu utrzymania wymaganego poziomu zapasów; negocjowanie umów z dostawcami w celu spe³nienia wymogów jakoœci, kosztów i dostawy; monitorowanie i dokonywanie przegl¹du systemów przechowywania i inwentaryzacji towarów; kontrolowania poziomu zapasów; planowanie i wdra¿anie systemów kontroli magazynowej; kontrolowanie wydatków i zapewnianie efektywnego wykorzystania zasobów; okreœlanie i nadzorowanie stosowania procedur operacyjnych i administracyjnych; organizowanie prac zwi¹zanych z przyjmowaniem i dystrybucj¹ towarów, ich przemieszczaniem i magazynowaniem; analizowanie bie¿¹cych stanów zapasów magazynowych, harmonizowanie terminów dostaw i dystrybucji towarów; planowanie i wdra¿anie systemów kontroli";
1330;Kierownicy do spraw technologii informatycznych i telekomunikacyjnych;Kierownicy do spraw technologii informatycznych i telekomunikacyjnych planuj¹, nadzoruj¹ i koordynuj¹ zakup, rozwój, utrzymanie i u¿ytkowanie systemów komputerowych i telekomunikacyjnych.;"Zadania wykonywane w grupie kierowników do spraw technologii informatycznych i telekomunikacyjnych zazwyczaj obejmuj¹: planowanie, koordynowanie i nadzorowanie dzia³añ zwi¹zanych z tworzeniem, rozwojem i utrzymaniem systemu informatycznego i telekomunikacyjnego w przedsiêbiorstwie lub organizacji; przeprowadzanie konsultacji z u¿ytkownikami, kierownictwem, sprzedawcami i technikami w celu oceny potrzeb w zakresie dokonywania obliczeñ i wymogów dotycz¹cych systemu oraz okreœlanie technologii w celu spe³nienia tych potrzeb; formu³owane i nadzorowanie strategii, polityki i planów dotycz¹cych technologii informacyjno-komunikacyjnych (TIC); nadzorowanie wyboru i instalacji zasobów TIC oraz organizowanie szkoleñ dla u¿ytkowników; kierowanie operacjami TIC, analizowanie przep³ywu pracy, ustalanie priorytetów, opracowywanie standardów oraz wyznaczanie terminów; nadzorowanie bezpieczeñstwa systemów TIC; przydzielanie i dokonywanie przegl¹du prac analityków systemów, programistów i innych pracowników do spraw urz¹dzeñ komputerowych oraz zarz¹dzanie i kierowanie tymi pracami; ocenianie wykorzystywania technologii przez organizacjê i jej potrzeb w tym zakresie oraz wydawanie zaleceñ dotycz¹cych usprawnieñ, takich jak: wprowadzanie nowych wersji sprzêtu komputerowego i oprogramowania; ustalanie bud¿etów i zarz¹dzanie nimi, kontrolowanie wydatków i zapewnianie efektywnego wykorzystywania zasobów; ustanawianie procedur operacyjnych i administracyjnych oraz kierowanie nimi; nadzorowanie przebiegu rekrutacji, szkoleñ i osi¹gniêæ pracowników; reprezentowanie przedsiêbiorstwa lub organizacji podczas kongresów, seminariów i konferencji dotycz¹cych TIC; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1341;Kierownicy w instytucjach opieki nad dzieæmi;Kierownicy w instytucjach opieki nad dzieæmi planuj¹, nadzoruj¹, koordynuj¹ i oceniaj¹ œwiadczenie opieki nad dzieæmi w czasie przed i po zajêciach programowych, podczas wakacji i w oœrodkach opieki dziennej w przedszkolach,;"Zadania wykonywane w grupie kierownikach w instytucjach opieki nad dzieæmi zazwyczaj obejmuj¹: opracowywanie i realizowanie programów zapewniaj¹cych wzrost rozwoju fizycznego, spo³ecznego, emocjonalnego i intelektualnego dzieci; ustalanie i monitorowanie bud¿etów oraz planowanie przydzia³u œrodków przeznaczonych na p³ace pracowników, wy¿ywienie dzieci, zaopatrzenie w pomoce dydaktyczne i materia³y, wyposa¿enie i konserwacjê urz¹dzeñ do zabawy oraz nauki dzieci: nadzorowanie i koordynowanie œwiadczenia opieki nad dzieæmi w czasie, przed i po zajêciach programowych oraz w oœrodkach i centrach opieki dziennej i wakacyjnej; kierowanie dzia³aniami opiekunów dzieci w zakresie zapewniania opieki i nadzoru nad ma³ymi dzieæmi oraz nadzorowanie tych dzia³añ; zarz¹dzanie infrastruktur¹ fizyczn¹ i zapewnianie konserwacji wszystkich budynków i wyposa¿enia w taki sposób, aby oœrodki by³y bezpiecznym obszarem dla dzieci, pracowników i odwiedzaj¹cych; dokonywanie przegl¹du i interpretacji przepisów pañstwowych oraz opracowywanie procedur w celu spe³nienia tych przepisów (np. dotycz¹cych bezpieczeñstwa i ochrony); monitorowanie postêpów dzieci oraz przeprowadzanie konsultacji z rodzicami i opiekunami; przygotowywanie i prowadzenie rejestrów i ksiêgowoœci dla oœrodków opieki nad dzieæmi; prowadzenie przebiegu rekrutacji i oceny pracowników oraz koordynowanie ich rozwoju zawodowego; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1342;Kierownicy w instytucjach opieki zdrowotnej;Kierownicy w instytucjach opieki zdrowotnej planuj¹, nadzoruj¹, koordynuj¹ i oceniaj¹ œwiadczenie klinicznych i œrodowiskowych us³ug opieki zdrowotnej w szpitalach, klinikach, zak³adach opieki zdrowotnej, hospicjach i innych placówkach opieki zdrowotnej.;"Zadania wykonywane w grupie kierowników w instytucjach opieki zdrowotnej zazwyczaj obejmuj¹: kierowanie i zarz¹dzanie us³ugami, infrastruktur¹, organizacj¹ lub oœrodkiem opieki zdrowotnej; koordynowanie dzia³alnoœci personelu medycznego i pielêgniarskiego, pracowników technicznych, biurowych, us³ugowych i innych pracowników oraz nadzorowanie i ocenianie tych dzia³añ; ustanawianie celów i kryteriów ewaluacyjnych lub operacyjnych dla zarz¹dzanych jednostek; nadzorowanie i przeprowadzanie rekrutacji, zatrudnianie i szkolenie pracowników; opracowywanie, wdra¿anie i monitorowanie procedur, strategii i standardów dotycz¹cych wyników pracy dla personelu medycznego, pielêgniarskiego, technicznego i administracyjnego; monitorowanie stopnia wykorzystywania urz¹dzeñ diagnostycznych miejsc w szpitalach, infrastruktury oraz kadry w celu zapewnienia efektywnego wykorzystywania zasobów i dokonania oceny zapotrzebowania na dodatkowych pracowników, wyposa¿enia placówek i œwiadczenia us³ug; kontrolowanie dzia³añ administracyjnych, takich jak: planowanie bud¿etu, przygotowywanie sprawozdañ i dokonywanie wydatków na zaopatrzenie, wyposa¿enie i us³ugi; wspó³praca z innymi dostawcami us³ug zdrowotnych i socjalnych, zarz¹dami i organami finansuj¹cymi w celu koordynowania œwiadczenia";
1343;Kierownicy w instytucjach opieki nad osobami starszymi;Kierownicy w instytucjach opieki nad osobami starszymi planuj¹, nadzoruj¹ i oceniaj¹ œwiadczenie us³ug w domach opieki spokojnej staroœci us³ug w zakresie opieki indywidualnej na rzecz osób indywidualnych oraz rodzin, potrzebuj¹cych tego rodzaju us³ug w zwi¹zku ze skutkami starzenia.;"Zadania wykonywane w grupie kierowników w instytucjach opieki nad osobami starszymi zazwyczaj obejmuj¹: kierowanie i zarz¹dzanie us³ugami, infrastruktur¹, organizacj¹ lub oœrodkiem; kierowanie dzia³aniami personelu medycznego i pielêgniarskiego, pracowników technicznych, biurowych, us³ugowych i innych pracowników oraz nadzorowanie i ocenianie tych dzia³añ; ustanawianie celów i kryteriów ewaluacyjnych lub operacyjnych dla zarz¹dzanych jednostek; nadzorowanie i przeprowadzanie rekrutacji, zatrudnianie oraz szkolenie pracowników; opracowywanie, wdra¿anie i monitorowanie procedur, strategii oraz standardów dotycz¹cych wyników pracy dla personelu pielêgniarskiego, technicznego i administracyjnego; koordynowanie programów socjalnych i us³ug w zakresie opieki dla osób starszych, a tak¿e zarz¹dzanie nimi; kontrolowanie dzia³añ administracyjnych, takich jak: planowanie bud¿etu, przygotowywanie sprawozdañ i dokonywanie wydatków; wspó³praca z innymi dostawcami us³ug zdrowotnych i socjalnych, zarz¹dami i organami finansuj¹cymi w celu koordynowania œwiadczenia us³ug; doradzanie organom pañstwowym i samorz¹dowym w zakresie œrodków s³u¿¹cych polepszeniu us³ug i infrastruktury w obszarze opieki zdrowotnej i socjalnej; reprezentowanie organizacji podczas negocjacji, kongresów, seminariów, otwartych spotkañ wyjaœniaj¹cych i forów; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1344;Kierownicy w instytucjach pomocy spo³ecznej;Kierownicy w instytucjach pomocy spo³ecznej planuj¹, nadzoruj¹ i koordynuj¹ realizacjê programów dotycz¹cych us³ug socjalnych i œrodowiskowych w domach dziecka, domach opieki spo³ecznej, w oœrodkach pomocy rodzinie, takich jak: zasi³ki dla osób o niskich dochodach, pomoc rodzinna, us³ugi w zakresie opieki nad dzieæmi, osobami chorymi i starszymi i innego rodzaju us³ug.;"Zadania wykonywane w grupie kierowników w instytucjach pomocy spo³ecznej zazwyczaj obejmuj¹: kierowanie i zarz¹dzania us³ugami, infrastruktur¹, organizacj¹ lub oœrodkiem; opracowywanie, wdra¿anie i monitorowanie procedur, strategii i standardów pracy pracowników; monitorowanie i ocenianie zasobów";
1345;Kierownicy w instytucjach edukacyjnych;Kierownicy w instytucjach edukacyjnych planuj¹, nadzoruj¹, koordynuj¹ i oceniaj¹ aspekty edukacyjne i administracyjne us³ug edukacyjnych w szko³ach podstawowych, gimnazjach, szko³ach ponadgimnazjalnych oraz wy¿szych.;"Zadania wykonywane w grupie kierowników w instytucjach edukacyjnych zazwyczaj obejmuj¹: okreœlanie programów edukacyjnych w oparciu o ramy ustanowione przez w³adze oœwiatowe i organy pañstwowe; wdra¿anie systemów i procedur w celu monitorowania wyników osi¹ganych w szko³ach oraz naboru uczniów i studentów; nadzorowanie dzia³añ administracyjnych dotycz¹cych rekrutacji i naboru uczniów i studentów oraz realizowania us³ug edukacyjnych; kontrolowanie dzia³añ administracyjnych, takich jak: planowanie bud¿etu, przygotowywanie sprawozdañ i dokonywanie wydatków na zaopatrzenie, wyposa¿enie i us³ugi; zapewnianie wytycznych i wskazówek nauczycielom, wyk³adowcom, pracownikom administracyjnym oraz uczniom i studentom; ocenianie pracy nauczycieli i wyk³adowców poprzez hospitacje podczas lekcji, obserwacjê metod nauczania oraz badanie materia³ów dydaktycznych; promowanie programu edukacyjnego, us³ugi edukacyjnej lub instytucji edukacyjnej wiêkszej spo³ecznoœci; nadzorowanie konserwacji infrastruktury edukacyjnej; opracowywanie i egzekwowane kodeksu postêpowania w celu stworzenia bezpiecznego i sprzyjaj¹cego nauce œrodowiska dla uczniów i nauczycieli; planowanie i realizowanie metod gromadzenia dodatkowych funduszy wspólnie z rodzicami, spo³ecznoœci¹ lokaln¹ i sponsorami; kontrolowanie przebiegu rekrutacji i szkoleñ; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1346;Kierownicy w instytucjach finansowych i ubezpieczeniowych;"Kierownicy w instytucjach finansowych i ubezpieczeniowych planuj¹, nadzoruj¹ i koordynuj¹ funkcjonowanie oddzia³ów instytucji œwiadcz¹cych us³ugi finansowe i ubezpieczeniowe, takich jak: banki, agencje doradztwa finansowego, towarzystwa i agencje ubezpieczeniowe; zapewniaj¹ doradztwo i pomoc klientom w sprawach";"Zadania wykonywane w grupie kierowników w instytucjach finansowych i ubezpieczeniowych zazwyczaj obejmuj¹: planowanie, nadzorowanie i koordynowanie dzia³añ pracowników instytucji; nawi¹zywanie i utrzymywanie stosunków z klientami indywidualnymi i biznesowymi; zapewnianie klientom doradztwa i pomocy w zakresie ich potrzeb finansowych i ubezpieczeniowych; badanie, ocenianie i rozpatrywanie wniosków o po¿yczkê i ubezpieczenie; monitorowanie decyzji w sprawie przed³u¿enia kredytu; przeprowadzanie dochodzeñ finansowych; nadzorowanie przep³ywu œrodków pieniê¿nych i instrumentów finansowych oraz przygotowywanie sprawozdañ finansowych i regulacyjnych; zatwierdzania lub odrzucania linii po¿yczkowych w odniesieniu do kredytów komercyjnych, kredytów hipotecznych oraz po¿yczek indywidualnych; koordynowanie wspó³pracy z innymi oddzia³ami przedsiêbiorstwa; zarz¹dzanie bud¿etami, kontrolowanie wydatków i zapewnianie efektywnego wykorzystywania zasobów; nadzorowanie przebiegu rekrutacji, szkoleñ i osi¹gniêæ pracowników; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1349;Kierownicy w instytucjach us³ug wyspecjalizowanych gdzie indziej niesklasyfikowani;Do tej grupy elementarnej nale¿¹ kierownicy w instytucjach us³ug wyspecjalizowanych nie zaklasyfikowani do grupy œredniej 134 Kierownicy w instytucjach us³ug wyspecjalizowanych. Grupa ta obejmuje na przyk³ad osoby, które planuj¹, nadzoruj¹ i koordynuj¹ dzia³aniami realizowanymi przez instytucje zajmuj¹ce siê: wychowaniem, edukacj¹ i opiek¹ penitencjarn¹, ochron¹ osób i mienia, obs³ug¹ prawn¹, zarz¹dzaniem jakoœci w przedsiêbiorstwach.;"Zadania wykonywane w grupie kierowników w instytucjach us³ug wyspecjalizowanych gdzie indziej niesklasyfikowanych zazwyczaj obejmuj¹: planowanie, nadzorowanie i koordynowanie dzia³alnoœci prowadzonej przez organy administracji rz¹dowej i samorz¹dowej w sferze: finansowej, podatkowej, gospodarczej, kulturalnej, edukacji, wychowania, opieki penitencjarnej, opieki prawnej, ochrony osób i mienia. Do zadañ wykonywanych w tej grupie mo¿na tak¿e zaliczyæ: koordynowanie dzia³alnoœci zwi¹zanej z wymiarem sprawiedliwoœci oraz dotycz¹cej porz¹dku i bezpieczeñstwa publicznego; kierowanie i koordynowanie dzia³alnoœci zak³adów karnych oraz zak³adów wychowawczych dla nieletnich; kierowanie i koordynowanie pracy agencji ochrony mienia i osób; œwiadczenie us³ug audytorskich w zakresie zarz¹dzania jakoœci¹ w przedsiêbiorstwie; prowadzenie kancelarii prawnych; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
1411;Kierownicy w hotelarstwie;"Kierownicy w hotelarstwie planuj¹, organizuj¹ i nadzoruj¹ dzia³alnoœæ hoteli, moteli 
i pensjonatów, które œwiadcz¹ us³ugi noclegowe i inne us³ugi towarzysz¹ce.";"Zadania wykonywane w grupie kierowników w hotelarstwie zazwyczaj obejmuj¹: kierowanie dzia³aniami w zakresie rezerwacji, przyjmowania goœci, obs³ugi pokojowej i utrzymywania porz¹dku oraz nadzorowanie tych dzia³añ; nadzorowanie uzgodnieñ w zakresie bezpieczeñstwa oraz utrzymywania ogrodu i konserwacji budynku; planowanie dzia³añ zwi¹zanych z prowadzeniem baru, restauracji, organizowaniem uroczystoœci i konferencji oraz nadzorowanie tych dzia³añ; przestrzeganie przepisów dotycz¹cych alkoholu, gier hazardowych i ochrony zdrowia oraz innych przepisów i uregulowañ; ocenianie i dokonywanie przegl¹du poziomu zadowolenia klientów; nadzorowanie dzia³añ w zakresie ksiêgowoœci i kupna; planowanie bud¿etu przedsiêbiorstwa; kontrolowanie rekrutacji, szkolenia i nadzoru pracowników; zapewnianie zgodnoœci dzia³alnoœci lokalu z obowi¹zuj¹cymi przepisami bhp i ppo¿.; udzielanie goœciom informacji na temat turystyki lokalnej oraz organizowanie wycieczek i przewozów; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
