id;nazwa;zadania;kod;zadania_en
9329;Działalność rozrywkowa i rekreacyjna, gdzie indziej niesklasyfikowaną;planowanie techniczne, dostawę, konfigurację i obsługę sprzętu audiowizualnego i efektów specjalnych związanych z organizacją imprez sportowych;93.29; activities related to entertainment and recreation (except amusement parks and theme parks) not elsewhere classified:  operation (exploitation) of coin-operated games.rental of leisure and pleasure equipment as an integral part of recreational facilities.operation of mechanical rides, games and shows by independent providers, e.g. at fairgrounds, folk festivals, Christmas markets.activities of beaches, including rental of facilities, e.g. bathhouses, lockers, chairs.activities of independent animators in amusement and recreation facilities- operation of dance floors and ballrooms where beverage serving is not the main activity.operation of computer rooms for playing computer games.operation of self-service amusement devices, e.g. rocking chairs/horses/cars/space ships.operation of airsoft and paintball courts- operation of games/experiences of reality virtual or geolocated.amusement and recreation activities related to the infrastructure of marinas.operation of billiard halls.operation of escape rooms- operation of bowling halls- creation and presentation of light and sound shows- activities of guides for underwater excursions- creation and presentation of fireworks.operation of picnic grounds.operation of laser games.entertainment activities in retirement homes. This class also includes: activities of producers or entrepreneurs of live amusement and recreation events, with or without facilities- technical planning, supply, setting up and operation of audiovisual equipment and special effects associated with the organisation of non-artistic events
9329;Działalność rozrywkowa i rekreacyjna, gdzie indziej niesklasyfikowana;działalność związaną z obsługą urządzeń rekreacyjnych, gier i pokazów przez niezależne podmioty, na przykad: na terenie targów, festynów ludowych, jarmarkach bożonarodzeniowych i tym podobnych,;93.29; activities related to entertainment and recreation (except amusement parks and theme parks) not elsewhere classified:  operation (exploitation) of coin-operated games.rental of leisure and pleasure equipment as an integral part of recreational facilities.operation of mechanical rides, games and shows by independent providers, e.g. at fairgrounds, folk festivals, Christmas markets.activities of beaches, including rental of facilities, e.g. bathhouses, lockers, chairs.activities of independent animators in amusement and recreation facilities- operation of dance floors and ballrooms where beverage serving is not the main activity.operation of computer rooms for playing computer games.operation of self-service amusement devices, e.g. rocking chairs/horses/cars/space ships.operation of airsoft and paintball courts- operation of games/experiences of reality virtual or geolocated.amusement and recreation activities related to the infrastructure of marinas.operation of billiard halls.operation of escape rooms- operation of bowling halls- creation and presentation of light and sound shows- activities of guides for underwater excursions- creation and presentation of fireworks.operation of picnic grounds.operation of laser games.entertainment activities in retirement homes. This class also includes: activities of producers or entrepreneurs of live amusement and recreation events, with or without facilities- technical planning, supply, setting up and operation of audiovisual equipment and special effects associated with the organisation of non-artistic events
9329;Działalność rozrywkowa i rekreacyjna, gdzie indziej niesklasyfikowana; udostępnianie automatów do gier zręcznościowych, za opłatą, wypożyczanie sprzętu rekreacyjnego stanowiącego integralną część obiektu rekreacyjnego, działalność związaną z obsługą urządzeń rekreacyjnych, gier i pokazów przez niezależne podmioty, na przykad: na terenie targów, festynów ludowych, jarmarkach bożonarodzeniowych i tym podobnych, działalność plaż, włączając wynajmowanie przebieralni, szafek na ubrania, wypożyczanie leżaków i tym podobnych, działalność niezależnych animatorów w obiektach rozrywkowo-rekreacyjnych, działalność miejsc do tańczenia, włączając parkiety taneczne i sale balowe, gdzie podawanie napojów nie jest działalnością przeważającą, działalność sal komputerowych do grania w gry komputerowe, udostępnianie samoobsługowych urządzeń rozrywkowych, na przykład: bujanych foteli, koni, samochodów, statków kosmicznych, działalność kortów airsoftowych i paintballowych, udostępnianie gier do wirtualnej rzeczywistości, działalność przystani związaną z usługami rekreacyjno-rozrywkowymi, działalność sal bilardowych, działalność tak zwanych pokojów zagadek (escape roomów), działalność kręgielni, tworzenie i prezentacja pokazów świetlnych i dźwiękowych, działalność przewodników wycieczek podwodnych, prowadzenie pokazów fajerwerków, prowadzenie terenów piknikowych, udostępnianie gier laserowych, działalność rozrywkową w domach spokojnej starości, działalność producentów lub przedsiębiorców zajmujących się organizacją imprez rozrywkowych i rekreacyjnych na żywo, w obiektach lub poza nimi, planowanie techniczne, dostawę, konfigurację i obsługę sprzętu audiowizualnego i efektów specjalnych związanych z organizacją imprez rozrywkowych i rekreacyjnych na żywo.;93.29; activities related to entertainment and recreation (except amusement parks and theme parks) not elsewhere classified:  operation (exploitation) of coin-operated games.rental of leisure and pleasure equipment as an integral part of recreational facilities.operation of mechanical rides, games and shows by independent providers, e.g. at fairgrounds, folk festivals, Christmas markets.activities of beaches, including rental of facilities, e.g. bathhouses, lockers, chairs.activities of independent animators in amusement and recreation facilities- operation of dance floors and ballrooms where beverage serving is not the main activity.operation of computer rooms for playing computer games.operation of self-service amusement devices, e.g. rocking chairs/horses/cars/space ships.operation of airsoft and paintball courts- operation of games/experiences of reality virtual or geolocated.amusement and recreation activities related to the infrastructure of marinas.operation of billiard halls.operation of escape rooms- operation of bowling halls- creation and presentation of light and sound shows- activities of guides for underwater excursions- creation and presentation of fireworks.operation of picnic grounds.operation of laser games.entertainment activities in retirement homes. This class also includes: activities of producers or entrepreneurs of live amusement and recreation events, with or without facilities- technical planning, supply, setting up and operation of audiovisual equipment and special effects associated with the organisation of non-artistic events
9329;Działalność rozrywkowa i rekreacyjna, gdzie indziej niesklasyfikowana;planowanie techniczne, dostawa, konfiguracja i obsługa sprzętu audiowizualnego i efektów specjalnych związanych z organizacją konwencji i targów handlowych;93.29; activities related to entertainment and recreation (except amusement parks and theme parks) not elsewhere classified:  operation (exploitation) of coin-operated games.rental of leisure and pleasure equipment as an integral part of recreational facilities.operation of mechanical rides, games and shows by independent providers, e.g. at fairgrounds, folk festivals, Christmas markets.activities of beaches, including rental of facilities, e.g. bathhouses, lockers, chairs.activities of independent animators in amusement and recreation facilities- operation of dance floors and ballrooms where beverage serving is not the main activity.operation of computer rooms for playing computer games.operation of self-service amusement devices, e.g. rocking chairs/horses/cars/space ships.operation of airsoft and paintball courts- operation of games/experiences of reality virtual or geolocated.amusement and recreation activities related to the infrastructure of marinas.operation of billiard halls.operation of escape rooms- operation of bowling halls- creation and presentation of light and sound shows- activities of guides for underwater excursions- creation and presentation of fireworks.operation of picnic grounds.operation of laser games.entertainment activities in retirement homes. This class also includes: activities of producers or entrepreneurs of live amusement and recreation events, with or without facilities- technical planning, supply, setting up and operation of audiovisual equipment and special effects associated with the organisation of non-artistic events
9411;Działalność organizacji komercyjnych i pracodawców;Działalność organizacji komercyjnych i pracodawców;94.11; activities of organisations whose members' interests centre on the development and prosperity of enterprises in a particular line of business or trade, including farming, or on the economic growth and climate of a particular geographical area or political subdivision without regard for the line of business.activities of federations of such associations.activities of chambers of commerce, guilds and similar organisations.dissemination of information, representation before government agencies, public relations and labour negotiations of business and employer organisations. 
9412;Działalność organizacji profesjonalnych;Działalność organizacji profesjonalnych;94.12; activities of organisations whose members' interests centre chiefly on a particular scholarly discipline or professional practice or technical field, e.g. medical associations, legal associations, accounting associations, engineering associations, architects associations.activities of associations of specialists engaged in scientific, academic or cultural activities, e.g. associations of writers, painters, performers of various kinds, journalists.dissemination of information, the establishment and supervision of standards of practice, representation before government agencies and public relations of professional organisations. This class also includes:  activities of learned societies
9420;Działalność związków zawodowych;Działalność związków zawodowych;94.20; promoting of the interests of organised labour and union employees. This class also includes:  activities of associations whose members are employees interested chiefly in the representation of their views concerning the salary and work situation, and in concerted action through organisation
9491;Działalność organizacji religijnych;Działalność organizacji religijnych;94.91; activities of religious organisations or individuals providing services directly to worshippers in churches, mosques, temples, synagogues or other places.activities of organisations furnishing monastery and convent services.religious retreat activities. This class also includes:  religious funeral service activities
9492;Działalność organizacji politycznych;Działalność organizacji politycznych;94.92; activities of political organisations and auxiliary organisations, e.g. young people's auxiliaries associated with a political party. These organisations chiefly engage in influencing decision-taking in public governing bodies by placing members of the party or those sympathetic to the party in political office and involve the dissemination of information, public relations, fund-raising etc.. 
9499;Działalność pozostałych organizacji członkowskich, gdzie indziej niesklasyfikowana;Działalność pozostałych organizacji członkowskich, gdzie indziej niesklasyfikowana;94.99; activities of organisations (not directly affiliated to a political party) furthering a public cause or issue by means of public education, political influence, fund-raising etc.: citizens initiative or protest movements.environmental and ecological movements.organisations supporting community and educational facilities n.e.c..organisations for the protection and betterment of special groups, e.g. ethnic and minority groups.associations for patriotic purposes, including war veterans' associations.associations intended to promote health, e.g. Samaritans.activities of associations for the protection of animals.consumer associations.activities of automobile associations (other than sports).activities of associations for the purpose of social acquaintanceship, e.g. rotary clubs, lodges.activities of associations of youth, e.g. scouts associations, young persons' associations, student associations, clubs and fraternities.activities of associations for the pursuit of a cultural or recreational activity or hobby (other than sports or games), e.g. poetry, literature and book clubs, historical clubs, gardening clubs, film and photo clubs, music and art clubs, craft and collectors' clubs, social clubs, carnival clubs. This class also includes:  grant giving activities by membership organisations or others.activities of philanthropic intermediaries and voluntarism promotion.international cooperation and solidarity activities.service activities to promote hunting and trapping
9510;Naprawa i konserwacja komputerów i sprzętu (tele)komunikacyjnego;Naprawa i konserwacja komputerów i sprzętu (tele)komunikacyjnego;95.10; the repair and maintenance of electronic equipment, e.g. computers and computing machinery, peripheral and communication equipment. the repair and maintenance of:  desktop computers.laptop computers.magnetic disc drives and flash drives.optical disc drives.renovation of discs.printers.monitors.keyboards- webcams- headsets, including in-ear wireless headsets.mice, joysticks and trackball accessories.internal and external computer modems.dedicated computer terminals.computer servers.scanners, including bar code scanners.smart card readers.virtual reality helmets.computer projectors.cordless telephones.smart telephones and tablets.telecommunication carrier equipment.communication transmission equipment, e.g. routers, bridges, modems.two-way radios.commercial TV and video cameras. This class also includes:  repair and maintenance of computer terminals like automatic teller machines (ATMs) and point-of-sale (POS) terminals, not mechanically operated.repair and maintenance of hand-held computers (PDAs)
9510;Naprawa i konserwacja komputerów i sprzętu (tele)komunikacyjnego;Naprawa i konserwacja komputerów i sprzętu (tele)komunikacyjnego;95.10; the repair and maintenance of electronic equipment, e.g. computers and computing machinery, peripheral and communication equipment. the repair and maintenance of:  desktop computers.laptop computers.magnetic disc drives and flash drives.optical disc drives.renovation of discs.printers.monitors.keyboards- webcams- headsets, including in-ear wireless headsets.mice, joysticks and trackball accessories.internal and external computer modems.dedicated computer terminals.computer servers.scanners, including bar code scanners.smart card readers.virtual reality helmets.computer projectors.cordless telephones.smart telephones and tablets.telecommunication carrier equipment.communication transmission equipment, e.g. routers, bridges, modems.two-way radios.commercial TV and video cameras. This class also includes:  repair and maintenance of computer terminals like automatic teller machines (ATMs) and point-of-sale (POS) terminals, not mechanically operated.repair and maintenance of hand-held computers (PDAs)
9521;Naprawa i konserwacja elektronicznego sprzętu powszechnego użytku;Naprawa i konserwacja elektronicznego sprzętu powszechnego użytku;95.21; repair and maintenance of consumer electronics:  repair of consumer electronics: television, radio receivers.audio and video players.household-type video cameras and photographic equipment.video game devices. 
9522;Naprawa i konserwacja urządzeń gospodarstwa domowego oraz sprzętu do użytku domowego i ogrodniczego;Naprawa i konserwacja urządzeń gospodarstwa domowego oraz sprzętu do użytku domowego i ogrodniczego;95.22; the repair and servicing household appliances and home and garden equipment:  repair and servicing of household appliances.refrigerators, stoves, washing machines, clothes dryers, room air conditioners, etc..repair and servicing of home and garden equipment.lawnmowers, edgers, snow- and leaf-blowers, trimmers, etc.. 
9523;Naprawa i konserwacja obuwia i wyrobów skórzanych;Naprawa i konserwacja obuwia i wyrobów skórzanych;95.23; repair and maintenance of footwear and leather goods:  repair of boots, shoes, luggage, etc..fitting of heels. 
9524;Naprawa i konserwacja mebli i wyposażenia domowego;Naprawa i konserwacja mebli i wyposażenia domowego;95.24; reupholstering, refinishing and repairing of furniture and home furnishings, including office furniture.assembly of self-standing furniture. 
9525;Naprawa i konserwacja zegarów, zegarków oraz biżuterii;Naprawa i konserwacja zegarów, zegarków oraz biżuterii;95.25; repair of watches, clocks and their parts, e.g. watch cases and housings of any material.repair of jewellery. 
9529;Naprawa i konserwacja artykułów użytku osobistego i domowego, gdzie indziej niesklasyfikowana;Naprawa i konserwacja artykułów użytku osobistego i domowego, gdzie indziej niesklasyfikowana;95.29; repair and maintenance of personal and household goods:  repair and maintenance of bicycles, e-bikes, monowheels, hoverboards, kick scooters,.repair and alteration of clothing.repair of sporting goods (except sporting guns) and camping equipment.repair of books.repair of non-historical musical instruments.repair of toys and similar articles.repair of other personal and household goods.piano-tuning.knife sharpening.key cutting activities.  also:  'while-you-wait' engraving
9540;Usługi pośrednictwa w zakresie naprawy i konserwacji komputerów, artykułów użytku osobistego i domowego oraz pojazdów silnikowych, w tym motocykli;Usługi pośrednictwa w zakresie naprawy i konserwacji komputerów, artykułów użytku osobistego i domowego oraz pojazdów silnikowych, w tym motocykli;95.40; the intermediation of the repair and maintenance of computers, personal and household goods and motor vehicles and motorcycles by bringing clients and service providers together for a fee or commission, without the intermediary providing the services intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the client or the provider of the repair and maintenance service. Revenue for the intermediation activities can include other sources of income, e.g. revenues from sale of advertising space.. 
9610;Pranie i czyszczenie wyrobów tekstylnych i futrzarskich;" pranie i czyszczenie chemicznie, prasowanie itp. wszystkich rodzajów odzieży (włączając odzież futrzaną) i wyrobów tekstylnych, wykonywane za pomocą urządzeń mechanicznych lub ręcznie, pranie samoobsługowe w urządzeniach za opłatą
 pranie dywanów, pledów, zasłon i firan, również u klienta, 
- kompleksowe usługi wypożyczania i pielęgnacji, w tym prania i czyszczenia tekstyliów, np. bielizny pościelowej, odzieży roboczej i podobnych wyrobów";96.10; laundering and dry cleaning, pressing etc., of all kinds of clothing (including fur) and textiles, provided by mechanical equipment, by hand or by self-service coin-operated machines, whether for the general public or for industrial or commercial clients.carpet and rug shampooing and drapery and curtain cleaning, whether on clients' premises or not.provision of combined rental and care services, including washing and cleaning of textiles, e.g. linen, work uniforms and related items.reusable diaper supply services. 
9610;Pranie i czyszczenie wyrobów tekstylnych i futrzarskich; pranie i czyszczenie chemicznie, prasowanie itp. wszystkich rodzajów odzieży (włączając odzież futrzaną) i wyrobów tekstylnych, wykonywane za pomocą urządzeń mechanicznych lub ręcznie, pranie samoobsługowe w urządzeniach na monety,  pranie dywanów, pledów, zasłon i firan, również u klienta,  wypożyczanie przez pralnie bielizny pościelowej, odzieży roboczej i podobnych wyrobów, usługi dostarczania pieluch wielokrotnego użytku;96.10; laundering and dry cleaning, pressing etc., of all kinds of clothing (including fur) and textiles, provided by mechanical equipment, by hand or by self-service coin-operated machines, whether for the general public or for industrial or commercial clients.carpet and rug shampooing and drapery and curtain cleaning, whether on clients' premises or not.provision of combined rental and care services, including washing and cleaning of textiles, e.g. linen, work uniforms and related items.reusable diaper supply services. 
9621;Działalność fryzjerska; mycie włosów, przycinanie, strzyżenie i układanie, farbowanie,ondulowanie prostowanie włosów i podobne czynności, stylizację wosów,golenie i przycinanie brody.;96.21; hair washing, trimming and cutting, setting, dyeing, tinting, waving, straightening and similar activities.hairstyling.shaving and beard trimming. 
9621;Działalność fryzjerska; mycie, obcinanie i układanie, czesanie, suszenie, farbowanie, prostowanie włosów, wykonywanie trwałej ondulacji oraz podobne czynności świadczone dla mężczyzn i kobiet,  golenie i przycinanie brody;96.21; hair washing, trimming and cutting, setting, dyeing, tinting, waving, straightening and similar activities.hairstyling.shaving and beard trimming. 
9622;Działalność kosmetyczna; zabiegi upiększające niewykonywane przez specjalistów medycznych np. przez kosmetologów, takie jak: masaż twarzy, manicure, pedicure, makijaż permanentny, depilacje, opalanie.;96.22; beauty treatment activities not performed by medical specialists, e.g. by cosmetologists, e.g.: facial massage, manicure, pedicure, permanent make-up, depilation and tanning.. 
9622;Działalność kosmetyczna; masaż twarzy, manicure i pedicure, robienie makijażu itp., pozostałe zabiegi kosmetyczne, gdzie indziej niesklasyfikowane;96.22; beauty treatment activities not performed by medical specialists, e.g. by cosmetologists, e.g.: facial massage, manicure, pedicure, permanent make-up, depilation and tanning.. 
9630;Pogrzeby i działalność pokrewna;Pogrzeby i działalność pokrewna;96.30; burial and incineration of human or animal corpses and related activities: preparing the dead for burial or cremation and embalming and morticians' services.providing burial or cremation services.rental of equipped space in funeral parlours.rental or sale of graves.maintenance of graves and mausoleums. 
9640;Usługi pośrednictwa w zakresie naprawy i konserwacji komputerów, artykułów użytku osobistego i domowego oraz pojazdów silnikowych, w tym motocykli;Usługi pośrednictwa w zakresie naprawy i konserwacji komputerów, artykułów użytku osobistego i domowego oraz pojazdów silnikowych, w tym motocykli;96.40; the intermediation of personal services by bringing clients and service providers together for a fee or commission, without the intermediary providing the services intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the client or the provider of the personal service. Revenue for the intermediation activities can include other sources of income, e.g. revenues from sale of advertising space.. 
9691;Ĺšwiadczenie usług na rzecz osób w miejscu zamieszkania;pranie i czyszczenie chemiczne wszelkiego rodzaju odzieży i tekstyliów w domu dla gospodarstw domowych, jeśli wykonywane są również inne domowe usługi osobiste, takie jak gotowanie lub sprzątanie domów i mieszkań;96.91; the provision of a range of domestic personal service activities like cooking, washing, cleaning, and ironing services, at home for households. When only one activity is performed, it is classified according to this activity.. 
9691;Ĺšwiadczenie usług na rzecz osób w miejscu zamieszkania;sprzątanie domów lub mieszkań w domu dla gospodarstw domowych, jeśli wykonywane są również inne  czynności domowe, takie jak gotowanie lub pranie;96.91; the provision of a range of domestic personal service activities like cooking, washing, cleaning, and ironing services, at home for households. When only one activity is performed, it is classified according to this activity.. 
9691;Ĺšwiadczenie usług na rzecz osób w miejscu zamieszkania;pranie i czyszczenie chemiczne wszelkiego rodzaju odzieży i tekstyliów w domu dla gospodarstw domowych, jeśli wykonywane są również inne domowe usługi osobiste, takie jak gotowanie lub sprzątanie domów i mieszkań;96.91; the provision of a range of domestic personal service activities like cooking, washing, cleaning, and ironing services, at home for households. When only one activity is performed, it is classified according to this activity.. 
9699;Pozostała działalność usługowa, gdzie indziej niesklasyfikowana;Pozostała działalność usługowa, gdzie indziej niesklasyfikowana;96.99;These activities are predominantly provided to individuals. astrological and spiritualists' activities.social activities, e.g. escort services, dating services, services of marriage bureau.provision or arrangement of sexual services, organisation of prostitution events or operation of prostitution establishments.pet care services, e.g. boarding, grooming or training pets.operation of animal shelters for abandoned animals.genealogical organisations.activities of tattooing and piercing studios.activities of shoe shiners, porters, valet car parkers etc..concession operation of coin-operated personal services machines, e.g. photo booths, weighing machines or lockers.operation of photo automats for printing photos from electronic records, e.g. from telephone, memory cards, flash drives.dating and other speed networking activities.tattoo artist activities, using biological substances, e.g. henna, for temporary decoration.horse whispering activities.housesitting activities.wedding planners activities. 
9700;Gospodarstwa domowe zatrudniające pracowników;Gospodarstwa domowe zatrudniające pracowników;97.00; householdsâ€™ employment of domestic personnel, e.g. cooks, cleaners, gardeners, chauffeurs, caretakers, babysitters, personal assistants.It allows the domestic personnel employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product produced by this activity is consumed by the employing household.. 
9810;Gospodarstwa domowe produkujące wyroby na własne potrzeby;Gospodarstwa domowe produkujące wyroby na własne potrzeby;98.10; the undifferentiated subsistence goods-producing activities of households, that is to say, the activities of households that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence.If households are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industry of NACE. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NACE.. 
9820;Gospodarstwa domowe świadczące usługi na własne potrzeby;Gospodarstwa domowe świadczące usługi na własne potrzeby;98.20; the undifferentiated subsistence services-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence.If households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferentiated goods-producing subsistence activities of households.. 
9900;Organizacje i zespoły eksterytorialne;Organizacje i zespoły eksterytorialne;99.00; activities of international organisations under international treaties between states, e.g.: the United Nations and the specialised agencies of the United Nations system, regional bodies.the International Monetary Fund, the World Bank.the World Customs Organisation, the Organisation for Economic Co-operation and Development.the Organisation of Petroleum Exporting Countries, the European Free Trade Association.activities of institutions and bodies of the European Union. This class also includes:  activities of general government agencies of other countries, e.g. embassies, consulates, military bases, scientific bases
0111;Uprawa zbóż innych niż ryż, roślin strączkowych i roślin oleistych na nasiona;Uprawa zbóż innych niż ryż, roślin strączkowych i roślin oleistych na nasiona;01.lis; all forms of growing of cereals, leguminous crops and oil seeds. Includes the growing of these plants for the purpose of seed production. The growing of these crops is often combined within agricultural units. growing of cereals, e.g.: wheat.grain maize.sorghum.barley.rye.oats.millets.pseudocereals, fruits or seeds.used as cereals, e.g.: quinoa.amaranth.chia.growing of leguminous crops, e.g.: beans.broad beans.chick peas.cow peas.lentils.lupines.peas.pigeon peas.growing of oil seeds, e.g.: soya beans.groundnuts.castor bean.linseed.mustard seed.niger seed.rapeseed.safflower seed.sesame seed.sunflower seed. 
0112;Uprawa ryżu;Uprawa ryżu;01.gru; growing of rice. 
0113;Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych;Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych;sty.13; growing of leafy or stem vegetables, e.g.: artichokes.asparagus.cabbages.cauliflower and broccoli.lettuce and chicory.spinach.growing of fruit bearing vegetables, e.g.: cucumbers and gherkins.eggplants (aubergines).tomatoes.watermelons.growing of root, bulb or tuberous vegetables, e.g.: carrots.turnips.garlic.onions (incl. shallots).leeks and other alliaceous vegetables.growing of mushrooms and truffles.growing of vegetable seeds, including sugar beet seeds, excluding other beet seeds.growing of sugar beet.growing of chillies, peppers (Capsicum spp.).growing of roots and tubers, e.g.: potatoes.sweet potatoes.cassava.yams.swedes and mangolds. This class also includes:  growing of sweet corn
0113;Uprawa warzyw, włączając melony, oraz uprawa roślin korzeniowych i roślin bulwiastych;uprawa brukwi, buraków pastewnych, korzeni pastewnych;sty.13; growing of leafy or stem vegetables, e.g.: artichokes.asparagus.cabbages.cauliflower and broccoli.lettuce and chicory.spinach.growing of fruit bearing vegetables, e.g.: cucumbers and gherkins.eggplants (aubergines).tomatoes.watermelons.growing of root, bulb or tuberous vegetables, e.g.: carrots.turnips.garlic.onions (incl. shallots).leeks and other alliaceous vegetables.growing of mushrooms and truffles.growing of vegetable seeds, including sugar beet seeds, excluding other beet seeds.growing of sugar beet.growing of chillies, peppers (Capsicum spp.).growing of roots and tubers, e.g.: potatoes.sweet potatoes.cassava.yams.swedes and mangolds. This class also includes:  growing of sweet corn
0113;Uprawa warzyw, włączając melony, oraz uprawa roślin korzeniowych i roślin bulwiastych;uprawa chili i papryki słodkiej (z rodzaju Capsicum);sty.13; growing of leafy or stem vegetables, e.g.: artichokes.asparagus.cabbages.cauliflower and broccoli.lettuce and chicory.spinach.growing of fruit bearing vegetables, e.g.: cucumbers and gherkins.eggplants (aubergines).tomatoes.watermelons.growing of root, bulb or tuberous vegetables, e.g.: carrots.turnips.garlic.onions (incl. shallots).leeks and other alliaceous vegetables.growing of mushrooms and truffles.growing of vegetable seeds, including sugar beet seeds, excluding other beet seeds.growing of sugar beet.growing of chillies, peppers (Capsicum spp.).growing of roots and tubers, e.g.: potatoes.sweet potatoes.cassava.yams.swedes and mangolds. This class also includes:  growing of sweet corn
0114;Uprawa trzciny cukrowej;Uprawa trzciny cukrowej;sty.14;Growing of sugar cane
0115;Uprawa tytoniu; uprawa nieprzetworzonego tytoniu;sty.15; growing of unmanufactured tobacco. 
0116;Uprawa roślin włóknistych; uprawa roślin włóknistych, np.: uprawa bawełny. uprawa juty, kenafu i innych włókien łykowych. uprawa lnu i konopi. uprawa sizalu i innych włókien tekstylnych z rodzaju agawa. uprawa abaki, ramii i innych roślinnych włókien tekstylnych. ;sty.16; growing of fibre crops, e.g.:  growing of cotton.growing of jute, kenaf and other textile bast fibres.growing of flax and hemp.growing of sisal and other textile fibre of the genus agave.growing of abaca, ramie and other vegetable textile fibres. 
0119;Pozostałe uprawy rolne inne niż wieloletnie;uprawa koniczyny, lucerny (alfalfa), esparcety, kukurydzy pastewnej i pozostałych traw innych niż rośliny wieloletnie, kapusty pastewnej i podobnych roślin pastewnych,  uprawa gryki,  produkcja nasion buraka pastewnego,  produkcja nasion pozostałych roślin pastewnych, uprawa kwiatów, produkcja kwiatów ciętych oraz pączków kwiatowych,  produkcja nasion kwiatów.;sty.19; the growing of all other non-perennial crops, e.g.:  growing of clover, alfalfa, sainfoin, maize, lupines, other grasses, fodder kale and similar crops forage products- growing of beet seeds and seeds of forage plants.growing of flowers.production of cut flowers and flower buds.growing of flower seeds. 
0121;Uprawa winogron;Uprawa winogron;sty.21; growing of grapes for consumption or further production of wine, juice, vinegar and other dried fruit, e.g. raisins, zante currants, sultanas. 
0122;Uprawa drzew i krzewów owocowych tropikalnych i podzwrotnikowych;Uprawa drzew i krzewów owocowych tropikalnych i podzwrotnikowych;sty.22; growing of tropical and subtropical fruits, e.g.: avocados.bananas and plantains.dates.figs.mangoes.papayas.pineapples. 
0123;Uprawa drzew i krzewów owocowych cytrusowych;Uprawa drzew i krzewów owocowych cytrusowych;sty.23; growing of citrus fruits, e.g.: grapefruit and pomelo.lemons and limes.oranges.tangerines, mandarins and clementines. 
0124;Uprawa drzew i krzewów owocowych ziarnkowych i pestkowych;Uprawa drzew i krzewów owocowych ziarnkowych i pestkowych;sty.24; growing of pome fruits and stone fruits, e.g.: apples.apricots.cherries and sour cherries.peaches and nectarines.pears and quinces.plums and sloes. 
0125;Uprawa pozostałych drzew i krzewów owocowych oraz orzechów;Uprawa pozostałych drzew i krzewów owocowych oraz orzechów;sty.25; growing of berries, e.g.: blueberries.fresh currants.gooseberries.kiwi fruit.raspberries.strawberries.sea buckthorn.growing of fruit seeds.growing of edible nuts, e.g.: almonds.cashew nuts.chestnuts.hazelnuts.pistachios.walnuts.growing of other tree and bush fruits, e.g.: locust beans. 
0126;Uprawa drzew oleistych;Uprawa drzew oleistych. uprawa owoców oleistych, np. orzechów kokosowych, oliwek, palm olejowych. ;sty.26; growing of oleaginous fruits, e.g.: coconuts.olives.oil palms. 
0127;Uprawa roślin wykorzystywanych do produkcji napojów;Uprawa roślin wykorzystywanych do produkcji napojów;sty.27; growing of beverage crops e.g.: coffee.tea.matcha.cocoa. 
0128;Uprawa roślin przyprawowych i aromatycznych oraz roślin wykorzystywanych do produkcji leków i wyrobów farmaceutycznych;uprawa roślin przyprawowych i aromatycznych: pieprzu (z rodzaju Piper), gałki muszkatołowej i kardamonu, anyżu, badianu i kopru włoskiego, przyprawowych lub aromatycznych, cynamonu, goździków, imbiru, wanilii, chmielu, kminku i gorczycy, uprawa roślin wykorzystywanych do produkcji leków, środków odurzających i wyrobów farmaceutycznych, uprawa roślin wykorzystywanych do wyrobu środków owadobójczych, grzybobójczych lub podobnych celów, suszenie na słońcu roślin przyprawowych, aromatycznych, leczniczych i farmaceutycznych, związane z uprawą roślin.;sty.28; growing of perennial and non-perennial spices and aromatic crops: pepper (Piper spp.).nutmeg, mace and cardamoms.anise, badian and fennel as spice or aromatic plant.cinnamon (canella).cloves.ginger.vanilla.hops.caraway and mustard.growing of drug and narcotic crops. This class also includes:  sun drying of spices, aromatic, medicinal and pharmaceutical plants, associated with the growing of the plants
0129;Uprawa pozostałych roślin wieloletnich;Uprawa pozostałych roślin wieloletnich;sty.29; growing of rubber trees for harvesting of latex.growing of Christmas trees.growing of trees for extraction of sap.growing of vegetable materials of a kind used primarily for plaiting. 
